"","NAME","TYPE","STATUS","LAT","LON","STAT2"
"2984","WINDHAM COMMUNITY MEMORIAL HOSPITAL","GENERAL ACUTE CARE","OPEN",41.71730064,-72.22637526,"OPEN"
"2985","MADISON STATE HOSPITAL","PSYCHIATRIC","OPEN",38.74606151,-85.40199292,"OPEN"
"2986","JAY COUNTY HOSPITAL","CRITICAL ACCESS","OPEN",40.44129837,-84.98492024,"OPEN"
"2987","MILBANK AREA HOSPITAL / AVERA HEALTH","CRITICAL ACCESS","OPEN",45.22245806,-96.62717351,"OPEN"
"2988","PROMISE HOSPITAL OF PHOENIX","LONG TERM CARE","OPEN",33.42548358,-111.8220825,"OPEN"
"2989","BOWDLE HEALTHCARE","CRITICAL ACCESS","OPEN",45.44797849,-99.66162744,"OPEN"
"2990","U. S. PUBLIC HEALTH SERVICE INDIAN HOSPITAL","CRITICAL ACCESS","CLOSED",45.00260934,-101.2338022,"OPEN"
"2991","FAULKTON AREA MEDICAL CENTER","CRITICAL ACCESS","OPEN",45.03065572,-99.13263837,"OPEN"
"2992","SELECT SPECIALTY HOSPITAL - PHOENIX","LONG TERM CARE","OPEN",33.48214432,-112.0799922,"OPEN"
"2993","SELECT SPECIALTY HOSPITAL - PHOENIX DOWNTOWN","LONG TERM CARE","OPEN",33.46391595,-112.0601758,"OPEN"
"2994","KING S DAUGHTERS  HOSPITAL AND HEALTH SERVICES THE","GENERAL ACUTE CARE","CLOSED",38.73870715,-85.38135109,"OPEN"
"2995","ST. LUKE S MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",33.45477758,-112.0422176,"OPEN"
"2996","CORE INSTITUTE SPECIALTY HOSPITAL","SPECIAL","OPEN",33.532134,-112.0991125,"OPEN"
"2997","VALLEY HOSPITAL","PSYCHIATRIC","OPEN",33.48286813,-112.0059702,"OPEN"
"2998","ABRAZO WEST CAMPUS","GENERAL ACUTE CARE","OPEN",33.46182197,-112.353167,"OPEN"
"2999","SELECT SPECIALTY HOSPITAL-AKRON","LONG TERM CARE","OPEN",41.08291589,-81.5117741,"OPEN"
"3000","YALE-NEW HAVEN HOSPITAL SAINT RAPHAEL CAMPUS","GENERAL ACUTE CARE","OPEN",41.30999936,-72.94248292,"OPEN"
"3001","WATERBURY HOSPITAL","GENERAL ACUTE CARE","OPEN",41.55975885,-73.0587052,"OPEN"
"3002","SAINT MARYS HOSPITAL","GENERAL ACUTE CARE","OPEN",41.55320586,-73.03671049,"OPEN"
"3003","MIDSTATE MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",41.54939177,-72.80122911,"OPEN"
"3004","MILFORD HOSPITAL","GENERAL ACUTE CARE","OPEN",41.21658463,-73.06501498,"OPEN"
"3005","YALE-NEW HAVEN HOSPITAL","GENERAL ACUTE CARE","OPEN",41.30469134,-72.93541366,"OPEN"
"3006","GRIFFIN HOSPITAL","GENERAL ACUTE CARE","OPEN",41.335613,-73.08920514,"OPEN"
"3007","ST LUKES BEHAVIORAL HOSPITAL","PSYCHIATRIC","OPEN",33.45494415,-112.0420465,"OPEN"
"3008","COTEAU DES PRAIRIES HOSPITAL","CRITICAL ACCESS","OPEN",45.65749218,-97.05015718,"OPEN"
"3009","WEST HAVEN VA MEDICAL CENTER","MILITARY","OPEN",41.28184028,-72.96120653,"OPEN"
"3010","ST FRANCIS HOSPITAL & MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",41.77381387,-72.69868009,"OPEN"
"3011","HARTFORD HOSPITAL","GENERAL ACUTE CARE","OPEN",41.75412542,-72.67917789,"OPEN"
"3012","MANCHESTER MEMORIAL HOSPITAL","GENERAL ACUTE CARE","OPEN",41.78150817,-72.52567516,"OPEN"
"3013","BRISTOL HOSPITAL","GENERAL ACUTE CARE","OPEN",41.67634286,-72.93551293,"OPEN"
"3014","THE HOSPITAL OF CENTRAL CONNECTICUT","GENERAL ACUTE CARE","OPEN",41.66104867,-72.7877484,"OPEN"
"3015","JOHN DEMPSEY HOSPITAL","GENERAL ACUTE CARE","OPEN",41.73076488,-72.79058452,"OPEN"
"3016","CONNECTICUT CHILDRENS MEDICAL CENTER","CHILDREN","OPEN",41.75366781,-72.6818001,"OPEN"
"3017","STAMFORD HOSPITAL","GENERAL ACUTE CARE","OPEN",41.05501669,-73.55312508,"OPEN"
"3018","BRIDGEPORT HOSPITAL","GENERAL ACUTE CARE","OPEN",41.18937738,-73.16659472,"OPEN"
"3019","GREENWICH HOSPITAL ASSOCIATION","GENERAL ACUTE CARE","OPEN",41.03382609,-73.63029318,"OPEN"
"3020","HOSPITAL AT HEBREW HEALTH CARE","CHRONIC DISEASE","OPEN",41.80292552,-72.72927157,"OPEN"
"3021","ST VINCENT S MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",41.20104518,-73.20170224,"OPEN"
"3022","DANBURY HOSPITAL","GENERAL ACUTE CARE","OPEN",41.4050509,-73.44619486,"OPEN"
"3023","NORWALK HOSPITAL ASSOCIATION","GENERAL ACUTE CARE","OPEN",41.11159665,-73.42262363,"OPEN"
"3024","MIDDLESEX HOSPITAL","GENERAL ACUTE CARE","OPEN",41.55433726,-72.64756938,"OPEN"
"3025","SHARON HOSPITAL","GENERAL ACUTE CARE","OPEN",41.88054263,-73.48173833,"OPEN"
"3026","CHARLOTTE HUNGERFORD HOSPITAL","GENERAL ACUTE CARE","OPEN",41.7918383,-73.13311932,"OPEN"
"3027","NEW MILFORD HOSPITAL","GENERAL ACUTE CARE","OPEN",41.58171301,-73.40955764,"OPEN"
"3028","HENRY COUNTY MEMORIAL HOSPITAL","GENERAL ACUTE CARE","OPEN",39.94337701,-85.36296315,"OPEN"
"3029","COMMUNITY HOWARD REGIONAL HEALTH INC","GENERAL ACUTE CARE","OPEN",40.44720169,-86.12465901,"OPEN"
"3030","COMMUNITY HOWARD SPECIALTY HOSPITAL","REHABILITATION","OPEN",40.49725642,-86.16580401,"OPEN"
"3031","HARRISON COUNTY HOSPITAL","CRITICAL ACCESS","OPEN",38.23787529,-86.14768899,"OPEN"
"3032","HENDRICKS REGIONAL HEALTH","GENERAL ACUTE CARE","OPEN",39.76191216,-86.50188213,"OPEN"
"3033","INDIANA UNIVERSITY HEALTH WEST HOSPITAL","GENERAL ACUTE CARE","OPEN",39.78050439,-86.34044663,"OPEN"
"3034","FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES","GENERAL ACUTE CARE","OPEN",38.30136439,-85.83433519,"OPEN"
"3035","PHYSICIANS  MEDICAL CENTER LLC","SPECIAL","OPEN",38.33995413,-85.82798995,"OPEN"
"3036","FORT WALTON BEACH MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",30.45443873,-86.63321002,"OPEN"
"3037","GULF COAST TREATMENT CENTER","PSYCHIATRIC","OPEN",30.45559414,-86.63592529,"OPEN"
"3038","NORTH OKALOOSA MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",30.73535463,-86.56252529,"OPEN"
"3039","REHABILITATION INSTITUTE OF NORTHWEST FLORIDA","GENERAL ACUTE CARE","OPEN",30.39412199,-86.47191119,"OPEN"
"3040","TWIN CITIES HOSPITAL","GENERAL ACUTE CARE","OPEN",30.5335891,-86.49547732,"OPEN"
"3041","SANFORD HOSPITAL WEBSTER","CRITICAL ACCESS","OPEN",45.33977277,-97.52195455,"OPEN"
"3042","NORTHWEST FLORIDA COMMUNITY HOSPITAL","GENERAL ACUTE CARE","OPEN",30.76549207,-85.54286154,"OPEN"
"3043","SHANDS LIVE OAK REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",30.29126759,-83.00294843,"OPEN"
"3044","LAKE CITY MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",30.183729,-82.68774475,"OPEN"
"3045","SHANDS LAKE SHORE REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",30.19313357,-82.63275612,"OPEN"
"3046","LAKE CITY VA MEDICAL CENTER","MILITARY","OPEN",30.18182054,-82.63605347,"OPEN"
"3047","SCOTTSDALE LIBERTY HOSPITAL","GENERAL ACUTE CARE","OPEN",33.64366959,-111.8983716,"OPEN"
"3048","GULF BREEZE HOSPITAL","GENERAL ACUTE CARE","OPEN",30.36048195,-87.15705465,"OPEN"
"3049","JAY HOSPITAL","GENERAL ACUTE CARE","OPEN",30.94984954,-87.15126923,"OPEN"
"3050","SANTA ROSA MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",30.63421869,-87.06709506,"OPEN"
"3051","WEST FLORIDA COMMUNITY CARE CENTER","GENERAL ACUTE CARE","OPEN",30.63437537,-87.04253328,"OPEN"
"3052","MADISON COUNTY MEMORIAL HOSPITAL","GENERAL ACUTE CARE","OPEN",30.47051409,-83.41149706,"OPEN"
"3053","CAPITAL REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",30.47571346,-84.23154534,"OPEN"
"3054","EASTSIDE PSYCHIATRIC HOSPITAL","PSYCHIATRIC","OPEN",30.48751105,-84.2393447,"OPEN"
"3055","HEALTHSOUTH REHABILITATION HOSPITAL OF TALLAHASSEE","GENERAL ACUTE CARE","OPEN",30.45960396,-84.23701783,"OPEN"
"3056","SELECT SPECIALTY HOSPITAL - TALLAHASSEE","GENERAL ACUTE CARE","OPEN",30.46168856,-84.25292914,"OPEN"
"3057","TALLAHASSEE MEMORIAL HOSPITAL","GENERAL ACUTE CARE","OPEN",30.45688093,-84.26140729,"OPEN"
"3058","CHG HOSPITAL TUCSON  LLC","LONG TERM CARE","OPEN",32.2312412,-110.8380828,"OPEN"
"3059","HEALTHSOUTH REHABILITATION INSTITUTE OF TUCSON","REHABILITATION","OPEN",32.25595685,-110.8829638,"OPEN"
"3060","SUMMA REHAB HOSPITAL","REHABILITATION","OPEN",41.07817699,-81.49804927,"OPEN"
"3061","ORO VALLEY HOSPITAL","GENERAL ACUTE CARE","OPEN",32.42902276,-110.9487702,"OPEN"
"3062","AVERA GETTYSBURG HOSPITAL","CRITICAL ACCESS","OPEN",45.01308489,-99.94779146,"OPEN"
"3063","BAPTIST HOSPITAL","GENERAL ACUTE CARE","OPEN",30.4294179,-87.2304209,"OPEN"
"3064","SELECT SPECIALTY HOSPITAL PENSACOLA","LONG TERM CARE","OPEN",30.47865909,-87.21568647,"OPEN"
"3065","WEST FLORIDA HOSPITAL","GENERAL ACUTE CARE","OPEN",30.51568064,-87.21789514,"OPEN"
"3066","SANFORD CLEAR LAKE MEDICAL CENTER","CRITICAL ACCESS","OPEN",44.75405438,-96.68476887,"OPEN"
"3067","BAPTIST MEDICAL CENTER - BEACHES","GENERAL ACUTE CARE","OPEN",30.27337357,-81.39831629,"OPEN"
"3068","BAPTIST MEDICAL CENTER JACKSONVILLE","GENERAL ACUTE CARE","OPEN",30.31565115,-81.6647074,"OPEN"
"3069","BAPTIST MEDICAL CENTER SOUTH","GENERAL ACUTE CARE","OPEN",30.13877786,-81.53538489,"OPEN"
"3070","BROOKS REHABILITATION HOSPITAL","REHABILITATION","OPEN",30.29021374,-81.60117475,"OPEN"
"3071","MAYO CLINIC","GENERAL ACUTE CARE","OPEN",30.26391313,-81.44108268,"OPEN"
"3072","MEMORIAL HOSPITAL JACKSONVILLE","GENERAL ACUTE CARE","OPEN",30.28806178,-81.60150803,"OPEN"
"3073","RIVER POINT BEHAVIORAL HEALTH","PSYCHIATRIC","OPEN",30.29074697,-81.59698554,"OPEN"
"3074","SACRED HEART HOSPITAL","CHILDREN","OPEN",30.47540569,-87.2123376,"OPEN"
"3075","SAINT VINCENT S MEDICAL CENTER RIVERSIDE","GENERAL ACUTE CARE","OPEN",30.30752863,-81.69061053,"OPEN"
"3076","MARSHALL COUNTY HEALTHCARE CENTER","CRITICAL ACCESS","OPEN",45.78858387,-97.74613853,"OPEN"
"3077","SPECIALTY HOSPITAL JACKSONVILLE","GENERAL ACUTE CARE","OPEN",30.2716244,-81.61546189,"OPEN"
"3078","ST VINCENT S MEDICAL CENTER SOUTHSIDE","GENERAL ACUTE CARE","OPEN",30.25337778,-81.58236885,"OPEN"
"3079","WEKIVA SPRINGS","PSYCHIATRIC","OPEN",30.25782212,-81.59553995,"OPEN"
"3080","CAPITAL REGIONAL MEDICAL CENTER - GADSDEN MEMORIAL CAMPUS","GENERAL ACUTE CARE","OPEN",30.56888324,-84.54866986,"OPEN"
"3081","FLORIDA STATE HOSPITAL","PSYCHIATRIC","OPEN",30.70650167,-84.8413309,"OPEN"
"3082","BAY MEDICAL CENTER SACRED HEART","GENERAL ACUTE CARE","OPEN",30.15973183,-85.64753238,"OPEN"
"3083","EMERALD COAST BEHAVIORAL HOSPITAL","PSYCHIATRIC","OPEN",30.18378175,-85.65778238,"OPEN"
"3084","GULF COAST MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",30.18791588,-85.6651762,"OPEN"
"3085","HEALTHSOUTH EMERALD COAST REHABILITATION","REHABILITATION","OPEN",30.18188992,-85.66917499,"OPEN"
"3086","SELECT SPECIALTY HOSPITAL - PANAMA CITY","LONG TERM CARE","OPEN",30.1597128,-85.64778936,"OPEN"
"3087","ED FRASER MEMORIAL HOSPITAL","GENERAL ACUTE CARE","OPEN",30.28599598,-82.11925871,"OPEN"
"3088","NORTHEAST FLORIDA STATE HOSPITAL","PSYCHIATRIC","OPEN",30.23740947,-82.13398153,"OPEN"
"3089","HEALTHMARK REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",30.65971622,-86.11795042,"OPEN"
"3090","SACRED HEART HOSPITAL ON EMERALD COAST","GENERAL ACUTE CARE","OPEN",30.37857467,-86.30685631,"OPEN"
"3091","CALHOUN-LIBERTY HOSPITAL","GENERAL ACUTE CARE","OPEN",30.45862283,-85.05010386,"OPEN"
"3092","AVERA HAND COUNTY MEMORIAL HOSPITAL AND CLINIC","CRITICAL ACCESS","OPEN",44.52005412,-98.99228219,"OPEN"
"3093","PAYSON REGIONAL","GENERAL ACUTE CARE","OPEN",34.23007678,-111.3206511,"OPEN"
"3094","FALL RIVER HOSPITAL","CRITICAL ACCESS","OPEN",43.41720813,-103.4800894,"OPEN"
"3095","GUIDANCE CENTER  THE","GENERAL ACUTE CARE","OPEN",35.20669667,-111.606494,"OPEN"
"3096","BAPTIST MEDICAL CENTER - NASSAU","GENERAL ACUTE CARE","OPEN",30.6532098,-81.44912349,"OPEN"
"3097","SGT. JOHN L. LEVITOW VETERAN S HEALTH CENTER","CHRONIC DISEASE","OPEN",41.65674059,-72.65651214,"OPEN"
"3098","HALE HO OLA HAMAKUA","GENERAL ACUTE CARE","OPEN",20.07617304,-155.4698296,"OPEN"
"3099","BELMONT PINES HOSPITAL","PSYCHIATRIC","OPEN",41.16131021,-80.65564391,"OPEN"
"3100","MADISON REGIONAL HEALTH SYSTEM","CRITICAL ACCESS","OPEN",43.99137304,-97.11814234,"OPEN"
"3101","CARSON TAHOE CONTINUING CARE HOSPITAL","LONG TERM CARE","OPEN",39.17078099,-119.7721521,"OPEN"
"3102","WEST HOLT MEMORIAL HOSPITAL","CRITICAL ACCESS","OPEN",42.52888832,-98.98266201,"OPEN"
"3103","AVERA ST ANTHONY S HOSPITAL","CRITICAL ACCESS","OPEN",42.4606455,-98.65038285,"OPEN"
"3104","MEMORIAL HOSPITAL","CRITICAL ACCESS","OPEN",40.87123434,-98.01064063,"OPEN"
"3105","HARLAN COUNTY HEALTH SYSTEM","CRITICAL ACCESS","OPEN",40.10499219,-99.36492831,"OPEN"
"3106","VAN DIEST MEDICAL CENTER","CRITICAL ACCESS","OPEN",42.45906726,-93.82349699,"OPEN"
"3107","MADISON COUNTY MEMORIAL HOSPITAL","CRITICAL ACCESS","OPEN",41.32799702,-94.01690601,"OPEN"
"3108","OLEAN GENERAL HOSPITAL","GENERAL ACUTE CARE","OPEN",42.08993262,-78.42783855,"OPEN"
"3109","BHC WEST HILLS HOSPITAL","PSYCHIATRIC","OPEN",39.53787139,-119.7974029,"OPEN"
"3110","CARSON TAHOE REGIONAL MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",39.20211959,-119.7843831,"OPEN"
"3111","BLUE MOUNTAIN HOSPITAL GNADEN HUETTEN","GENERAL ACUTE CARE","OPEN",40.833084,-75.725897,"OPEN"
"3112","PALMERTON HOSPITAL","GENERAL ACUTE CARE","OPEN",40.802971,-75.615028,"OPEN"
"3113","EXCELA HEALTH FRICK HOSPITAL","GENERAL ACUTE CARE","OPEN",40.14516,-79.549296,"OPEN"
"3114","EXCELA HEALTH LATROBE HOSPITAL","GENERAL ACUTE CARE","OPEN",40.32114394,-79.39466011,"OPEN"
"3115","TORRANCE STATE HOSPITAL","PSYCHIATRIC","OPEN",40.41888917,-79.23873559,"OPEN"
"3116","EXCELA HEALTH WESTMORELAND HOSPITAL","GENERAL ACUTE CARE","OPEN",40.3007952,-79.55451329,"OPEN"
"3117","UPMC NORTHWEST - SENECA","GENERAL ACUTE CARE","OPEN",41.36138341,-79.70062774,"OPEN"
"3118","WARREN GENERAL HOSPITAL","GENERAL ACUTE CARE","OPEN",41.843328,-79.15461,"OPEN"
"3119","CANONSBURG GENERAL HOSPITAL","GENERAL ACUTE CARE","OPEN",40.24597,-80.190674,"OPEN"
"3120","MONONGAHELA VALLEY HOSPITAL","GENERAL ACUTE CARE","OPEN",40.182206,-79.911216,"OPEN"
"3121","ADVANCED SURGICAL HOSPITAL","GENERAL ACUTE CARE","OPEN",40.156412,-80.279042,"OPEN"
"3122","WASHINGTON HOSPITAL","GENERAL ACUTE CARE","OPEN",40.18387511,-80.24660618,"OPEN"
"3123","WAYNE MEMORIAL HOSPITAL","GENERAL ACUTE CARE","OPEN",41.576561,-75.260329,"OPEN"
"3124","SCI-WAYMART FORENSIC TREATMENT CENTER","PSYCHIATRIC","CLOSED",41.57434191,-75.42685754,"OPEN"
"3125","INCLINE VILLAGE HEALTH CENTER","GENERAL ACUTE CARE","OPEN",39.2514975,-119.954394,"OPEN"
"3126","NORTHERN NEVADA MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",39.5410675,-119.6973965,"OPEN"
"3127","BUTLER MEMORIAL HOSPITAL","GENERAL ACUTE CARE","OPEN",40.866894,-79.881562,"OPEN"
"3128","ROBERT PACKER HOSPITAL","GENERAL ACUTE CARE","OPEN",41.98023,-76.520727,"OPEN"
"3129","NEW ULM MEDICAL CENTER","CRITICAL ACCESS","OPEN",44.3133363,-94.47676273,"OPEN"
"3130","SLEEPY EYE MEDICAL CENTER","CRITICAL ACCESS","OPEN",44.29951091,-94.72860443,"OPEN"
"3131","GUTHRIE TOWANDA MEMORIAL HOSPITAL","GENERAL ACUTE CARE","OPEN",41.78405234,-76.44814893,"OPEN"
"3132","FOUNDATIONS BEHAVIORAL HEALTH","PSYCHIATRIC","OPEN",40.300954,-75.155285,"OPEN"
"3133","ST JOSEPH S HOSPITAL HEALTH CENTER","GENERAL ACUTE CARE","OPEN",43.05593308,-76.15006167,"OPEN"
"3134","ARIA HEALTH BUCKS COUNTY","GENERAL ACUTE CARE","OPEN",40.183052,-74.867443,"OPEN"
"3135","GRAND VIEW HOSPITAL","GENERAL ACUTE CARE","OPEN",40.362922,-75.32604,"OPEN"
"3136","LOWER BUCKS HOSPITAL","GENERAL ACUTE CARE","OPEN",40.10509156,-74.86726354,"OPEN"
"3137","BARIX CLINICS OF PENNSYLVANIA","GENERAL ACUTE CARE","OPEN",40.18097047,-74.88517846,"OPEN"
"3138","DOYLESTOWN HOSPITAL","GENERAL ACUTE CARE","OPEN",40.30590179,-75.1461011,"OPEN"
"3139","ST MARY MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",40.202759,-74.923847,"OPEN"
"3140","HAVEN BEHAVIORAL HEALTH OF EASTERN PENNSYLVANIA","PSYCHIATRIC","OPEN",40.33800428,-75.92538936,"OPEN"
"3141","WERNERSVILLE STATE HOSPITAL","PSYCHIATRIC","OPEN",40.33040945,-76.10604973,"OPEN"
"3142","READING HOSPITAL & MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",40.330517,-75.950164,"OPEN"
"3143","WEBSTER COUNTY COMMUNITY HOSPITAL","CRITICAL ACCESS","OPEN",40.09153426,-98.52805473,"OPEN"
"3144","HENDERSON HEALTH CARE SERVICES","CRITICAL ACCESS","OPEN",40.78334794,-97.80754526,"OPEN"
"3145","YORK GENERAL HOSPITAL","CRITICAL ACCESS","OPEN",40.8825718,-97.5921534,"OPEN"
"3146","DUNDY COUNTY HOSPITAL","CRITICAL ACCESS","OPEN",40.05652918,-101.5376635,"OPEN"
"3147","FREMONT AREA MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",41.45241648,-96.49176522,"OPEN"
"3148","HEALTHSOUTH READING REHABILITATION HOSPITAL","REHABILITATION","OPEN",40.288547,-75.924715,"OPEN"
"3149","UPMC ALTOONA","GENERAL ACUTE CARE","OPEN",40.5218209,-78.39869772,"OPEN"
"3150","NASON HOSPITAL","GENERAL ACUTE CARE","OPEN",40.338928,-78.388433,"OPEN"
"3151","HEALTHSOUTH REHABILITATION HOSPITAL OF ALTOONA","REHABILITATION","OPEN",40.496464,-78.391534,"OPEN"
"3152","TYRONE HOSPITAL","GENERAL ACUTE CARE","OPEN",40.67466221,-78.25233266,"OPEN"
"3153","SELECT SPECIALTY HOSPITAL CENTRAL PENNSYLVANIA YORK","GENERAL ACUTE CARE","OPEN",39.94652909,-76.71844629,"OPEN"
"3154","HANOVER HOSPITAL","GENERAL ACUTE CARE","OPEN",39.808793,-76.983191,"OPEN"
"3155","DOUGLAS COUNTY COMMUNITY MENTAL HEALTH CENTER","PSYCHIATRIC","OPEN",41.2460658,-95.97440516,"OPEN"
"3156","OSS ORTHOPAEDIC SPECIALTY HOSPITAL","GENERAL ACUTE CARE","OPEN",39.91692241,-76.69554465,"OPEN"
"3157","SIDNEY REGIONAL MEDICAL CENTER","LONG TERM CARE","OPEN",41.13793725,-102.9726196,"OPEN"
"3158","ST FRANCIS MEMORIAL HOSPITAL","CRITICAL ACCESS","OPEN",41.84345168,-96.70606004,"OPEN"
"3159","CHERRY COUNTY HOSPITAL","CRITICAL ACCESS","OPEN",42.87939012,-100.5381664,"OPEN"
"3160","MIDWEST SURGICAL HOSPITAL LLC","GENERAL ACUTE CARE","OPEN",41.25767,-96.03755209,"OPEN"
"3161","SELECT SPECIALTY HOSPITAL - OMAHA (CENTRAL CAMPUS)","GENERAL ACUTE CARE","OPEN",41.24084598,-96.03020737,"OPEN"
"3162","SURGICAL INSTITUTE OF READING","GENERAL ACUTE CARE","OPEN",40.35861176,-75.98792698,"OPEN"
"3163","YORK HOSPITAL","GENERAL ACUTE CARE","OPEN",39.945698,-76.718501,"OPEN"
"3164","MEMORIAL HOSPITAL - YORK","GENERAL ACUTE CARE","OPEN",39.967361,-76.692573,"OPEN"
"3165","TYLER MEMORIAL HOSPITAL","GENERAL ACUTE CARE","OPEN",41.57759711,-75.96941474,"OPEN"
"3166","UPMC BEDFORD","GENERAL ACUTE CARE","OPEN",40.02540404,-78.432673,"OPEN"
"3167","KINDRED HOSPITAL AT HERITAGE VALLEY","LONG TERM CARE","OPEN",40.712071,-80.321961,"OPEN"
"3168","ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER","CRITICAL ACCESS","OPEN",41.16972205,-97.549172,"OPEN"
"3169","COMMUNITY HOSPITAL","CRITICAL ACCESS","OPEN",40.20542279,-100.6083507,"OPEN"
"3170","ROCK COUNTY HOSPITAL","CRITICAL ACCESS","OPEN",42.57538377,-99.53709135,"OPEN"
"3171","COMMUNITY MEDICAL CENTER  INC","CRITICAL ACCESS","OPEN",40.07772017,-95.60788795,"OPEN"
"3172","COLUMBUS COMMUNITY HOSPITAL","GENERAL ACUTE CARE","OPEN",41.45517805,-97.38490108,"OPEN"
"3173","HERITAGE VALLEY BEAVER","GENERAL ACUTE CARE","OPEN",40.71204452,-80.32329844,"OPEN"
"3174","ACMH HOSPITAL","GENERAL ACUTE CARE","OPEN",40.808844,-79.562016,"OPEN"
"3175","SELECT SPECIALTY HOSPITAL PITTSBRGH UPMC","LONG TERM CARE","OPEN",40.442209,-79.959668,"OPEN"
"3176","SELECT SPECIALTY HOSPITAL MCKEESPORT","LONG TERM CARE","OPEN",40.35057656,-79.84927748,"OPEN"
"3177","NEW LIFECARE HOSPITALS OF PITTSBURGH - SUBURBAN","GENERAL ACUTE CARE","OPEN",40.49519826,-80.0604064,"OPEN"
"3178","NEW LIFECARE HOSPITALS OF PITTSBURGH -  ALLE-KISKI","LONG TERM CARE","OPEN",40.61854574,-79.73619518,"OPEN"
"3179","CHILDREN S INSTITUTE OF PITTSBURGH  THE","CHILDREN","OPEN",40.44268659,-79.91919944,"OPEN"
"3180","KINDRED HOSPITAL - PITTSBURGH","LONG TERM CARE","OPEN",40.438549,-80.2088,"OPEN"
"3181","UPMC MERCY","GENERAL ACUTE CARE","OPEN",40.436099,-79.985114,"OPEN"
"3182","OHIO VALLEY GENERAL HOSPITAL","GENERAL ACUTE CARE","OPEN",40.47260393,-80.09114063,"OPEN"
"3183","UPMC PRESBYTERIAN","GENERAL ACUTE CARE","OPEN",40.44278362,-79.96070677,"OPEN"
"3184","UPMC ST MARGARET","GENERAL ACUTE CARE","OPEN",40.48941831,-79.89607073,"OPEN"
"3185","HERITAGE VALLEY SEWICKLEY","GENERAL ACUTE CARE","OPEN",40.542576,-80.177979,"OPEN"
"3186","SOUTHWOOD PSYCHIATRIC HOSPITAL","PSYCHIATRIC","OPEN",40.321204,-80.112717,"OPEN"
"3187","KINDRED HOSPITAL PITTSBURGH NORTH SHORE","LONG TERM CARE","CLOSED",40.45394404,-80.00872011,"OPEN"
"3188","HEALTHSOUTH REHABILITATION HOSPITAL OF SEWICKLEY","REHABILITATION","OPEN",40.576858,-80.20279,"OPEN"
"3189","LIFECARE HOSPITALS OF PITTSBURGH - MONROEVILLE","LONG TERM CARE","OPEN",40.424853,-79.74575,"OPEN"
"3190","ST CLAIR MEMORIAL HOSPITAL","GENERAL ACUTE CARE","OPEN",40.378095,-80.06663,"OPEN"
"3191","WESTERN PENNSYLVANIA HOSPITAL","GENERAL ACUTE CARE","OPEN",40.461876,-79.946222,"OPEN"
"3192","CHILDRENS HOSPITAL OF PITTSBURGH","GENERAL ACUTE CARE","OPEN",40.46652874,-79.95299037,"OPEN"
"3193","CHILDRENS HOME OF PITTSBURGH","CHILDREN","OPEN",40.46423361,-79.93737166,"OPEN"
"3194","FORBES HOSPITAL","GENERAL ACUTE CARE","OPEN",40.428443,-79.747652,"OPEN"
"3195","BUTLER COUNTY HEALTH CARE CENTER","CRITICAL ACCESS","OPEN",41.24669451,-97.12253031,"OPEN"
"3196","OAKLAND MERCY HOSPITAL","CRITICAL ACCESS","OPEN",41.83485355,-96.45918371,"OPEN"
"3197","CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES","CRITICAL ACCESS","OPEN",42.82292616,-103.0144539,"OPEN"
"3198","ST. MARY S MEDICAL CENTER","GENERAL ACUTE CARE","OPEN",39.02606715,-94.26385752,"OPEN"
"3199","CHASE COUNTY COMMUNITY HOSPITAL","CRITICAL ACCESS","OPEN",40.52412928,-101.6506653,"OPEN"
"3200","GOTHENBURG MEMORIAL HOSPITAL","CRITICAL ACCESS","OPEN",40.93891988,-100.1532298,"OPEN"
"3201","HEALTHSOUTH HARMARVILLE REHABILITATION HOSPITAL","REHABILITATION","OPEN",40.556896,-79.866065,"OPEN"
"3202","UPMC PASSAVANT","GENERAL ACUTE CARE","OPEN",40.573393,-80.013993,"OPEN"
"3203","ALLEGHENY GENERAL HOSPITAL","GENERAL ACUTE CARE","OPEN",40.457063,-80.003402,"OPEN"
"3204","NEW LIFECARE HOSPITALS OF PITTSBURGH","LONG TERM CARE","OPEN",40.446735,-79.891752,"OPEN"
