Y,Y,OBJECTID,ID,NAME,CITY,STATE,ZIP,ZIP4,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,BEDS,TRAUMA,,STATUS,
-112.0396677,33.48086723,5910,64585016,ABRAZO ARIZONA HEART HOSPITAL,PHOENIX,AZ,85016,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,59,MARICOPA,4013,USA,33.48086723,-112.0396677,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,59,NOT AVAILABLE,,,OPEN
-76.880659,40.257679,5911,7117105,PINNACLEHEALTH HARRISBURG CAMPUS,HARRISBURG,PA,17105,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,577,DAUPHIN,42043,USA,40.257679,-76.880659,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,577,NOT AVAILABLE,,,OPEN
-76.816477,40.284255,5912,7217105,PINNACLEHEALTH COMMUNITY CAMPUS,HARRISBURG,PA,17105,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,DAUPHIN,42043,USA,40.284255,-76.816477,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-76.674842,40.263754,5913,9317033,MILTON S HERSHEY MEDICAL CENTER,HERSHEY,PA,17033,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,484,DAUPHIN,42043,USA,40.263754,-76.674842,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,484,LEVEL I,,,OPEN
-76.68692827,40.27299757,5914,14617036,PENN STATE HERSHEY REHABILITATION HOSPITAL,HUMMELSTOWN,PA,17036,NOT AVAILABLE,REHABILITATION,OPEN,54,DAUPHIN,42043,USA,40.27299757,-76.68692827,622210,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",54,NOT AVAILABLE,,,OPEN
-76.89811139,40.28628858,5915,14717110,PENNSYLVANIA PSYCHIATRIC INSTITUTE,HARRSIBURG,PA,17110,NOT AVAILABLE,PSYCHIATRIC,OPEN,74,DAUPHIN,42043,USA,40.28628858,-76.89811139,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",74,NOT AVAILABLE,,,OPEN
-76.92235055,40.25316194,5916,417011,SELECT SPECIALTY HOSPITAL CENTRAL PENNSYLVANIA CAMP HILL,CAMP HILL,PA,17011,NOT AVAILABLE,LONG TERM CARE,OPEN,31,CUMBERLAND,42041,USA,40.25316194,-76.92235055,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",31,NOT AVAILABLE,,,OPEN
-77.22422121,40.18332919,5917,3817105,CARLISLE REGIONAL MEDICAL CENTER,CARLISLE,PA,17105,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,165,CUMBERLAND,42041,USA,40.18332919,-77.22422121,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,165,NOT AVAILABLE,,,OPEN
-76.973968,40.211206,5918,11817055,HEALTHSOUTH REHABILITATION HOSPITAL OF MECHANICSBURG,MECHANICSBURG,PA,17055,NOT AVAILABLE,REHABILITATION,OPEN,75,CUMBERLAND,42041,USA,40.211206,-76.973968,622210,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",75,NOT AVAILABLE,,,OPEN
-76.972525,40.209605,5919,12017055,NEW LIFECARE HOSPITAL OF MECHANICSBURG,MECHANICSBURG,PA,17055,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,68,CUMBERLAND,42041,USA,40.209605,-76.972525,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,68,NOT AVAILABLE,,,OPEN
-76.92195011,40.254072,5920,19117011,HOLY SPIRIT HOSPITAL,CAMP HILL,PA,17011,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,319,CUMBERLAND,42041,USA,40.254072,-76.92195012,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,319,NOT AVAILABLE,,,OPEN
-78.57821126,41.42637178,5921,1515857,PENN HIGHLANDS ELK,ST MARYS,PA,15857,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,80,ELK,42047,USA,41.42637178,-78.57821126,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,80,NOT AVAILABLE,,,OPEN
-75.26764194,39.92473446,5922,2419023,KINDRED HOSPITAL - DELAWARE COUNTY,DARBY,PA,19023,NOT AVAILABLE,LONG TERM CARE,CLOSED,39,DELAWARE,42045,USA,39.92473446,-75.26764194,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",39,NOT AVAILABLE,,,OPEN
-90.26471605,38.63567447,5923,14563110,BARNES-JEWISH HOSPITAL,ST. LOUIS,MO,63110,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,1386,ST. LOUIS CITY,29510,USA,38.63567447,-90.26471606,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,1386,I,,,OPEN
-75.367645,39.856498,5924,4519013,CROZER-CHESTER MEDICAL CENTER,UPLAND,PA,19013,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,424,DELAWARE,42045,USA,39.856498,-75.367645,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,424,LEVEL II,,,OPEN
-75.283604,39.954758,5925,4819026,DELAWARE COUNTY MEMORIAL HOSPITAL,DREXEL HILL,PA,19026,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,225,DELAWARE,42045,USA,39.954758,-75.283604,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,225,NOT AVAILABLE,,,OPEN
-75.33442904,39.97502538,5926,14019083,KINDRED HOSPITAL PHILADELPHIA - HAVERTOWN,HAVERTOWN,PA,19083,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,57,DELAWARE,42045,USA,39.97502538,-75.33442904,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,57,NOT AVAILABLE,,,OPEN
-75.26880683,39.92669978,5927,20019023,MERCY FITZGERALD HOSPITAL,DARBY,PA,19023,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,213,DELAWARE,42045,USA,39.92669978,-75.26880683,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,213,NOT AVAILABLE,,,OPEN
-75.430541,39.912348,5928,21019063,RIDDLE HOSPITAL,MEDIA,PA,19063,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,204,DELAWARE,42045,USA,39.912348,-75.430541,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,204,NOT AVAILABLE,,,OPEN
-80.08787878,42.13401357,5929,316501,SELECT SPECIALTY HOSPITAL ERIE,ERIE,PA,16501,NOT AVAILABLE,LONG TERM CARE,OPEN,50,ERIE,42049,USA,42.13401357,-80.08787878,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",50,NOT AVAILABLE,,,OPEN
-79.653312,41.924613,5930,3416407,CORRY MEMORIAL HOSPITAL,CORRY,PA,16407,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,35,ERIE,42049,USA,41.924613,-79.653312,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,35,NOT AVAILABLE,,,OPEN
-80.084419,42.133962,5931,5316507,HEALTHSOUTH REHABILITATION HOSPITAL OF ERIE,ERIE,PA,16507,NOT AVAILABLE,REHABILITATION,OPEN,108,ERIE,42049,USA,42.133962,-80.084419,622210,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",108,NOT AVAILABLE,,,OPEN
-80.08536294,42.135112,5932,6916550,UPMC HAMOT,ERIE,PA,16550,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,412,ERIE,42049,USA,42.135112,-80.08536294,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,412,LEVEL II,,,OPEN
-80.079539,42.111371,5933,12716544,SAINT VINCENT HEALTH CENTER,ERIE,PA,16544,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,428,ERIE,42049,USA,42.111371,-80.079539,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,428,NOT AVAILABLE,,,OPEN
-80.120058,42.113052,5934,13116505,SHRINERS HOSPITALS FOR CHILDREN - ERIE,ERIE,PA,16505,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,30,ERIE,42049,USA,42.113052,-80.120058,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,30,NOT AVAILABLE,,,OPEN
-71.0138,42.2509,5935,4402169,QUINCY MEDICAL CENTER,QUINCY,MA,2169,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,116,NORFOLK,25021,USA,42.2509,-71.0138,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,116,NOT AVAILABLE,,,OPEN
-80.063293,42.102202,5936,15016504,ERIE VETERANS AFFAIRS MEDICAL CENTER,ERIE,PA,16504,NOT AVAILABLE,MILITARY,OPEN,78,ERIE,42049,USA,42.102202,-80.063293,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,78,NOT AVAILABLE,,,OPEN
-90.25794112,38.63719204,5937,15663110,THE REHABILITATION INSTITUTE OF ST. LOUIS,ST. LOUIS,MO,63110,NOT AVAILABLE,REHABILITATION,OPEN,96,ST. LOUIS CITY,29510,USA,38.63719204,-90.25794112,622210,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",96,NOT AVAILABLE,,,OPEN
-70.9541,42.176,5938,6802190,SOUTH SHORE HOSPITAL,WEYMOUTH,MA,2190,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,318,NORFOLK,25021,USA,42.176,-70.9541,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,318,II,,,OPEN
-85.24821219,41.04279027,5939,11846804,REHABILITATION HOSPITAL OF FORT WAYNE GENERAL PAR,FORT WAYNE,IN,46804,NOT AVAILABLE,REHABILITATION,OPEN,36,ALLEN,18003,USA,41.04279027,-85.24821219,622210,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",36,NOT AVAILABLE,,,OPEN
-85.1492772,41.07800073,5940,13646802,ST JOSEPH HOSPITAL,FORT WAYNE,IN,46802,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,182,ALLEN,18003,USA,41.07800073,-85.1492772,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,182,NOT AVAILABLE,,,OPEN
-80.092042,42.07426,5941,23216509,MILLCREEK COMMUNITY HOSPITAL,ERIE,PA,16509,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,62,ERIE,42049,USA,42.07426,-80.092042,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,62,NOT AVAILABLE,,,OPEN
-79.93976775,40.45458835,5942,108,UPMC SHADYSIDE-ER,PITTSBURGH,PA,15232,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,520,ALLEGHENY,42003,USA,40.45458835,-79.93976775,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,520,NOT AVAILABLE,,,OPEN
-111.9391347,33.36428101,5943,64785283,AURORA BEHAVIORAL HEALTHCARE-TEMPE,TEMPE,AZ,85283,NOT AVAILABLE,PSYCHIATRIC,OPEN,75,MARICOPA,4013,USA,33.36428101,-111.9391347,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",75,NOT AVAILABLE,,,OPEN
-111.5671567,33.39427956,5944,64885120,BANNER GOLDFIELD MEDICAL CENTER,APACHE JUNCTION,AZ,85120,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,PINAL,4021,USA,33.39427956,-111.5671567,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-112.0569976,33.46288776,5945,64985006,BANNER GOOD SAMARITAN MEDICAL CENTER,PHOENIX,AZ,85006,NOT AVAILABLE,SPECIAL,OPEN,-999,MARICOPA,4013,USA,33.46288776,-112.0569976,622310,"HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",-999,NOT AVAILABLE,,,OPEN
-109.5951136,31.36458886,5946,65185607,"DOUGLAS COMMUNITY HOSPITAL, INC",DOUGLAS,AZ,85607,NOT AVAILABLE,CRITICAL ACCESS,CLOSED,-999,COCHISE,4003,USA,31.36458886,-109.5951136,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,Closed,CLOSED
-111.9255516,33.49019104,5947,65285251,GREENBAUM SURGICAL SPECIALTY HOSPITAL,SCOTTSDALE,AZ,85251,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,MARICOPA,4013,USA,33.49019104,-111.9255516,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-112.0811756,33.43563135,5948,65385007,HAVEN SENIOR HORIZONS,PHOENIX,AZ,85007,NOT AVAILABLE,PSYCHIATRIC,OPEN,-999,MARICOPA,4013,USA,33.43563135,-112.0811756,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",-999,NOT AVAILABLE,,,OPEN
-109.975386,34.1652321,5949,65085929,COMMUNITY COUNSELING CENTERS INC AT PINEVIEW HOSPITAL,LAKESIDE,AZ,85929,NOT AVAILABLE,PSYCHIATRIC,OPEN,16,NAVAJO,4017,USA,34.1652321,-109.975386,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",16,NOT AVAILABLE,,,OPEN
-71.0772,42.2513,5950,6302186,BETH ISRAEL DEACONESS HOSPITAL MILTON,MILTON,MA,2186,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,88,NORFOLK,25021,USA,42.2513,-71.0772,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,88,NOT AVAILABLE,,,OPEN
-80.09804762,40.68290644,5951,109,UPMC PASSAVANT-CRANBERRY-ER,CRANBERRY,PA,16066,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,BUTLER,42019,USA,40.68290644,-80.09804762,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-112.2038958,33.60780443,5952,65585304,HEALTHSOUTH VALLEY OF THE SUN REHABILITATION,GLENDALE,AZ,85304,NOT AVAILABLE,REHABILITATION,OPEN,-999,MARICOPA,4013,USA,33.60780443,-112.2038958,622210,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",-999,NOT AVAILABLE,,,OPEN
-112.3284105,34.59618933,5953,65986314,MOUNTAIN VALLEY REGIONAL REHABILITATION HOSPITAL,PRESCOTT VALLEY,AZ,86314,NOT AVAILABLE,REHABILITATION,OPEN,-999,YAVAPAI,4025,USA,34.59618933,-112.3284105,622210,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",-999,NOT AVAILABLE,,,OPEN
-111.9232281,33.4888413,5954,66285251,SELECT SPECIALTY HOSPITAL ARIZONA INC.,SCOTTSDALE,AZ,85251,NOT AVAILABLE,LONG TERM CARE,OPEN,-999,MARICOPA,4013,USA,33.4888413,-111.9232281,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",-999,NOT AVAILABLE,,,OPEN
-111.8473845,33.34027406,5955,66385225,"SOUTHWESTERN CHILDREN S HEALTH SERVICES, INC (ACADIA HEALTHCARE)",CHANDLER,AZ,85225,NOT AVAILABLE,PSYCHIATRIC,OPEN,-999,MARICOPA,4013,USA,33.34027406,-111.8473845,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",-999,NOT AVAILABLE,,,OPEN
-111.9406125,33.41259686,5956,66485281,"TEMPE ST LUKE S HOSPITAL, A CAMPUS OF ST LUKE S MEDICAL CENTER",TEMPE,AZ,85281,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,MARICOPA,4013,USA,33.41259686,-111.9406125,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-85.44403691,39.62175459,5957,12546173,RUSH MEMORIAL HOSPITAL,RUSHVILLE,IN,46173,NOT AVAILABLE,CRITICAL ACCESS,OPEN,25,RUSH,18139,USA,39.62175459,-85.44403692,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,25,NOT AVAILABLE,,,OPEN
-84.97130965,40.16961404,5958,15047394,ST VINCENT RANDOLPH HOSPITAL INC,WINCHESTER,IN,47394,NOT AVAILABLE,CRITICAL ACCESS,OPEN,16,RANDOLPH,18135,USA,40.16961404,-84.97130965,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,16,NOT AVAILABLE,,,OPEN
-86.84779974,39.62117126,5959,11546135,PUTNAM COUNTY HOSPITAL,GREENCASTLE,IN,46135,NOT AVAILABLE,CRITICAL ACCESS,OPEN,25,PUTNAM,18133,USA,39.62117126,-86.84779974,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,25,NOT AVAILABLE,,,OPEN
-86.59599849,41.05626757,5960,11446996,PULASKI MEMORIAL HOSPITAL,WINAMAC,IN,46996,NOT AVAILABLE,CRITICAL ACCESS,OPEN,25,PULASKI,18131,USA,41.05626757,-86.59599849,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,25,NOT AVAILABLE,,,OPEN
-70.5798,41.4608,5961,702557,MARTHA S VINEYARD HOSPITAL,OAK BLUFFS,MA,2557,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,25,DUKES,25007,USA,41.4608,-70.5798,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,25,NOT AVAILABLE,,,OPEN
-71.2748,41.942,5962,2002703,STURDY MEMORIAL HOSPITAL,ATTLEBORO,MA,2703,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,128,BRISTOL,25005,USA,41.942,-71.2748,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,128,NOT AVAILABLE,,,OPEN
-70.9384,41.6264,5963,3602740,SOUTHCOAST HOSPITALS GROUP - ST. LUKE S HOSPITAL,NEW BEDFORD,MA,2740,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,391,BRISTOL,25005,USA,41.6264,-70.9384,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,391,NOT AVAILABLE,,,OPEN
-71.0945,41.9062,5964,4902780,MORTON HOSPITAL AND MEDICAL CENTER,TAUNTON,MA,2780,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,154,BRISTOL,25005,USA,41.9062,-71.0945,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,154,NOT AVAILABLE,,,OPEN
-71.146,41.7094,5965,5702720,SOUTHCOAST HOSPITALS GROUP - CHARLTON MEMORIAL HOSPITAL,FALL RIVER,MA,2720,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,743,BRISTOL,25005,USA,41.7094,-71.146,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,743,NOT AVAILABLE,,,OPEN
-71.1637,41.6926,5966,5802721,SAINT ANNE S HOSPITAL,FALL RIVER,MA,2721,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,160,BRISTOL,25005,USA,41.6926,-71.1637,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,160,NOT AVAILABLE,,,OPEN
-73.2492,42.46,5967,4201201,BERKSHIRE MEDICAL CENTER - BERKSHIRE CAMPUS,PITTSFIELD,MA,1201,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,302,BERKSHIRE,25003,USA,42.46,-73.2492,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,302,II,,,OPEN
-73.3719,42.1911,5968,5901230,FAIRVIEW HOSPITAL,GREAT BARRINGTON,MA,1230,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,25,BERKSHIRE,25003,USA,42.1911,-73.3719,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,25,NOT AVAILABLE,,,OPEN
-73.1095,42.7071,5969,6601247,NORTH ADAMS REGIONAL HOSPITAL,NORTH ADAMS,MA,1247,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,36,BERKSHIRE,25003,USA,42.7071,-73.1095,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,36,NOT AVAILABLE,,Closed,CLOSED
-70.6223,41.5642,5970,2802540,FALMOUTH HOSPITAL,FALMOUTH,MA,2540,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,95,BARNSTABLE,25001,USA,41.5642,-70.6223,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,95,NOT AVAILABLE,,,OPEN
-70.2729,41.6534,5971,5502601,CAPE COD HOSPITAL,BARNSTABLE,MA,2601,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,259,BARNSTABLE,25001,USA,41.6534,-70.2729,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,259,NOT AVAILABLE,,,OPEN
-70.9464,42.5372,5972,1801960,LAHEY MEDICAL CENTER - PEABODY,PEABODY,MA,1960,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,10,ESSEX,25009,USA,42.5372,-70.9464,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,10,NOT AVAILABLE,,,OPEN
-70.9799,42.5018,5973,3201904,NORTH SHORE MEDICAL CENTER  - UNION CAMPUS,LYNN,MA,1904,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,ESSEX,25009,USA,42.5018,-70.9799,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-79.75989675,40.43643038,5974,110,UPMC EAST,MONROEVILLE,PA,15146,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,155,ALLEGHENY,42003,USA,40.43643038,-79.75989675,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,155,NOT AVAILABLE,,,OPEN
-73.2807,42.4581,5975,1701201,BERKSHIRE MEDICAL CENTER - HILLCREST CAMPUS,PITTSFIELD,MA,1201,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,-999,BERKSHIRE,25003,USA,42.4581,-73.2807,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-70.8911,42.8144,5976,3701950,ANNA JAQUES HOSPITAL,NEWBURYPORT,MA,1950,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,123,ESSEX,25009,USA,42.8144,-70.8911,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,123,III,,,OPEN
-70.9382,42.5289,5977,4101960,KINDRED HOSPITAL BOSTON - NORTH SHORE,PEABODY,MA,1960,NOT AVAILABLE,LONG TERM CARE,OPEN,59,ESSEX,25009,USA,42.5289,-70.9382,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,59,NOT AVAILABLE,,,OPEN
-70.8757,42.5641,5978,5601915,NORTHEAST HOSPITAL CORPORATION - BEVERLY CAMPUS,BEVERLY,MA,1915,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,227,ESSEX,25009,USA,42.5641,-70.8757,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,227,III,,,OPEN
-71.1501,42.71,5979,6201842,LAWRENCE GENERAL HOSPITAL,LAWRENCE,MA,1842,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,189,ESSEX,25009,USA,42.71,-71.1501,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,189,III,,,OPEN
-71.0448,42.7653,5980,7601830,MERRIMACK VALLEY HOSPITAL,HAVERHILL,MA,1830,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,122,ESSEX,25009,USA,42.7653,-71.0448,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,122,NOT AVAILABLE,,,OPEN
-79.6107731,40.31957095,5981,112,EXCELA HEALTH WESTMORELAND HOSP JEANETTE,JEANETTE,PA,15644,NOT AVAILABLE,GENERAL ACUTE CARE,CLOSED,-999,WESTMORELAND,42129,USA,40.31957095,-79.6107731,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-69.53066139,44.02612933,5982,2404543,MILES MEMORIAL HOSPITAL,DAMARISCOTTA,ME,4543,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,32,LINCOLN,23015,USA,44.02612933,-69.53066139,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,32,NOT AVAILABLE,,,OPEN
-80.46952182,41.21068474,5983,113,UPMC HORIZON-SHENANGO VALLEY-ER,FARRELL,PA,16121,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,MERCER,42085,USA,41.21068474,-80.46952182,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-75.35005619,39.92205017,5984,114,SPRINGFIELD HOSPITAL,SPRINGFIELD,PA,19064,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,DELAWARE,42045,USA,39.92205017,-75.35005619,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-87.11181121,39.52907116,5985,14247834,ST VINCENT CLAY HOSPITAL INC,BRAZIL,IN,47834,NOT AVAILABLE,CRITICAL ACCESS,OPEN,25,CLAY,18021,USA,39.52907116,-87.11181121,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,25,NOT AVAILABLE,,,OPEN
-86.51128071,40.26955065,5986,14446041,ST VINCENT FRANKFORT HOSPITAL INC,FRANKFORT,IN,46041,NOT AVAILABLE,CRITICAL ACCESS,OPEN,25,CLINTON,18023,USA,40.26955065,-86.51128071,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,25,NOT AVAILABLE,,,OPEN
-70.9068,42.5111,5987,4501970,NORTH SHORE MEDICAL CENTER  - SALEM CAMPUS,SALEM,MA,1970,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,268,ESSEX,25009,USA,42.5111,-70.9068,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,268,III,,,OPEN
-92.48272029,44.02055915,5988,255902,MAYO CLINIC HOSPITAL ROCHESTER ST MARY S CAMPUS,ROCHESTER,MN,55902,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,1265,OLMSTED,27109,USA,44.02055915,-92.48272029,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,1265,I,,,OPEN
-75.32022575,39.87770033,5989,115,TAYLOR HOSPITAL,RIDLEY PARK,PA,19078,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,DELAWARE,42045,USA,39.87770033,-75.32022575,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-111.7107486,32.88115523,5990,66885222,BANNER CASA GRANDE MEDICAL CENTER,CASA GRANDE,AZ,85222,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,177,PINAL,4021,USA,32.88115523,-111.7107486,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,177,NOT AVAILABLE,,,OPEN
-75.16930237,39.92113587,5991,116,METHODIST HOSPITAL-ER,PHILADELPHIA,PA,19148,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,PHILADELPHIA,42101,USA,39.92113587,-75.16930237,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,-999,NOT AVAILABLE,,,OPEN
-111.0001737,32.22811773,5992,67085745,CARONDELET ST. MARY S HOSPITAL,TUCSON,AZ,85745,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,400,PIMA,4019,USA,32.22811773,-111.0001737,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,400,NOT AVAILABLE,,,OPEN
